order_id,carrier,shipping_cost,service_level,ship_date,delivery_date,delivery_status,package_weight_lb
ORD-001991,USPS,12.7,Ground,2026-03-09,2026-03-12,Delivered,14.99
ORD-001993,USPS,18.49,2-Day,2026-02-12,2026-02-15,Delivered,13.4
ORD-001994,UPS,18.37,Ground,2026-02-05,2026-02-10,Delivered,26.82
ORD-001995,FedEx,15.18,Standard,2026-04-08,2026-04-15,Delivered,15.48
ORD-001996,FedEx,18.1,Standard,2026-05-14,2026-05-21,In Transit,26.26
ORD-001997,FedEx,27.94,Ground,2026-03-11,2026-03-16,Delivered,42.06
ORD-001998,UPS,15.19,Ground,2026-05-18,2026-05-23,Delivered,20.18
ORD-001999,FedEx,9.48,Standard,2026-04-27,2026-05-03,Delivered,3.61
ORD-002000,UPS,12.11,Ground,2026-03-31,2026-04-05,Delivered,13.77
ORD-002001,UPS,11.45,Ground,2026-07-17,2026-07-21,Delivered,12.4
ORD-002002,FedEx,19.86,Ground,2026-02-20,2026-02-23,Delivered,29.92
ORD-002003,USPS,10.45,Standard,2026-04-15,2026-04-19,Delivered,10.31
ORD-002004,UPS,8.29,Ground,2026-04-24,2026-04-28,Delivered,5.81
ORD-002005,USPS,14.66,Standard,2026-06-28,2026-07-05,Delivered,7.72
ORD-002006,UPS,7.3,Ground,2026-06-08,2026-06-14,Delivered,3.74
ORD-002007,FedEx,5.74,Ground,2026-04-18,2026-04-23,Delivered,0.5
ORD-002008,USPS,23.68,Ground,2026-04-21,2026-04-24,Delivered,37.87
ORD-002009,UPS,10.95,Ground,2026-03-24,2026-03-27,Delivered,11.35
ORD-002010,UPS,15.05,2-Day,2026-05-07,2026-05-08,Delivered,4.08
ORD-002011,UPS,20.69,Ground,2026-04-18,2026-04-25,In Transit,31.64
ORD-002012,UPS,24.58,Ground,2026-06-11,2026-06-15,Delivered,35.06
ORD-002014,UPS,21.46,2-Day,2026-03-22,2026-03-25,Delivered,12.7
ORD-002015,FedEx,9.4,Ground,2026-06-15,2026-06-20,Delivered,3.43
ORD-002016,FedEx,9.28,Standard,2026-06-05,2026-06-12,Delivered,7.87
ORD-002017,USPS,10.06,Ground,2026-02-14,2026-02-21,Delivered,9.5
ORD-002018,UPS,11.08,Standard,2026-07-27,2026-08-04,Delivered,11.63
ORD-002019,UPS,9.94,Ground,2026-04-15,2026-04-22,Delivered,4.56
ORD-002020,USPS,15.71,Standard,2026-05-03,2026-05-09,Delivered,21.28
ORD-002021,USPS,6.12,Standard,2026-05-14,2026-05-18,Delivered,1.29
ORD-002022,FedEx,19.06,Standard,2026-04-13,2026-04-18,Delivered,23.57
ORD-002023,FedEx,18.38,Standard,2026-03-21,2026-03-25,Delivered,26.84
ORD-002024,UPS,11.83,Ground,2026-05-14,2026-05-17,In Transit,8.49
ORD-002025,USPS,10.63,Standard,2026-05-14,2026-05-21,Delivered,10.68
ORD-002026,FedEx,33.6,2-Day,2026-05-27,2026-05-30,Delivered,29.01
ORD-002027,USPS,17.84,Standard,2026-07-10,2026-07-14,Delivered,17.58
ORD-002028,FedEx,9.69,Standard,2026-05-17,2026-05-25,Delivered,8.73
ORD-002029,FedEx,12.33,Standard,2026-07-06,2026-07-11,Delivered,9.54
ORD-002030,USPS,15.4,Ground,2026-02-09,2026-02-15,Delivered,15.94
ORD-002031,USPS,22.65,Ground,2026-02-27,2026-03-04,Delivered,35.73
ORD-002032,FedEx,10.18,Standard,2026-03-31,2026-04-04,Delivered,9.76
ORD-002033,USPS,9.59,Ground,2026-05-08,2026-05-14,Delivered,8.52
ORD-002034,UPS,11.05,Ground,2026-04-10,2026-04-13,Delivered,11.57
ORD-002035,UPS,17.17,2-Day,2026-03-24,2026-03-27,Delivered,11.62
ORD-002036,USPS,15.68,Ground,2026-07-21,2026-07-26,In Transit,14.06
ORD-002037,FedEx,10.64,Ground,2026-05-22,2026-05-29,In Transit,10.71
ORD-002038,USPS,17.25,Ground,2026-03-02,2026-03-05,Delivered,24.48
ORD-002039,UPS,8.11,Ground,2026-03-19,2026-03-22,Delivered,5.44
ORD-002040,FedEx,15.03,Ground,2026-06-15,2026-06-21,Delivered,15.16
ORD-002041,FedEx,12.97,Ground,2026-03-09,2026-03-12,Delivered,15.57
ORD-002042,FedEx,8.31,Ground,2026-03-02,2026-03-09,Delivered,5.86
ORD-002043,USPS,14.97,Ground,2026-04-16,2026-04-19,Delivered,15.05
ORD-002044,USPS,16.78,Standard,2026-06-17,2026-06-22,Delivered,15.85
ORD-002045,FedEx,8.07,Ground,2026-05-18,2026-05-25,Delivered,0.67
ORD-002046,USPS,7.9,Ground,2026-03-29,2026-04-02,In Transit,5.0
ORD-002047,USPS,31.27,2-Day,2026-04-22,2026-04-24,Delivered,30.57
ORD-002048,USPS,8.9,Ground,2026-03-11,2026-03-18,Delivered,7.08
ORD-002049,UPS,9.7,Ground,2026-03-12,2026-03-16,Delivered,4.07
ORD-002050,FedEx,8.66,Ground,2026-03-29,2026-04-05,Delivered,1.9
ORD-002051,FedEx,7.71,Ground,2026-04-18,2026-04-21,Delivered,4.6
ORD-002052,UPS,12.73,Ground,2026-04-19,2026-04-22,Delivered,10.37
ORD-002053,UPS,11.35,2-Day,2026-05-05,2026-05-06,Delivered,3.8
ORD-002054,FedEx,16.27,Ground,2026-06-25,2026-07-01,Delivered,17.74
ORD-002055,USPS,10.59,Ground,2026-07-09,2026-07-13,Delivered,5.77
ORD-002056,FedEx,12.29,Standard,2026-05-27,2026-05-31,Delivered,14.14
ORD-002057,UPS,21.09,Ground,2026-06-14,2026-06-19,Delivered,27.8
ORD-002058,FedEx,18.32,Ground,2026-07-14,2026-07-17,Delivered,26.7
ORD-002059,USPS,14.46,Ground,2026-02-12,2026-02-18,Delivered,13.97
ORD-002061,UPS,9.83,Ground,2026-02-12,2026-02-16,Delivered,4.34
ORD-002062,UPS,16.64,2-Day,2026-06-08,2026-06-09,In Transit,10.91
ORD-002063,FedEx,12.36,Standard,2026-06-04,2026-06-10,Delivered,14.29
ORD-002064,FedEx,28.05,Standard,2026-07-23,2026-07-30,Delivered,46.98
ORD-002065,USPS,11.07,Ground,2026-07-06,2026-07-11,In Transit,1.87
ORD-002066,UPS,13.0,Standard,2026-04-20,2026-04-25,Delivered,10.94
ORD-002067,UPS,13.81,Ground,2026-03-04,2026-03-08,In Transit,17.31
ORD-002068,UPS,13.63,Ground,2026-03-15,2026-03-21,Delivered,12.24
ORD-002069,USPS,14.1,Ground,2026-04-19,2026-04-24,Delivered,13.22
ORD-002070,UPS,16.53,2-Day,2026-02-19,2026-02-20,Delivered,6.07
ORD-002072,USPS,15.6,Ground,2026-05-23,2026-05-29,Delivered,21.04
ORD-002073,UPS,11.08,Ground,2026-05-12,2026-05-18,Delivered,11.63
ORD-002074,UPS,11.83,Standard,2026-02-26,2026-03-05,Delivered,13.18
ORD-002075,UPS,16.31,Ground,2026-02-12,2026-02-19,Delivered,22.52
ORD-002076,FedEx,9.79,Ground,2026-06-29,2026-07-05,Delivered,8.93
ORD-002077,FedEx,17.86,Ground,2026-02-13,2026-02-16,Delivered,25.76
ORD-002078,USPS,7.27,Standard,2026-03-02,2026-03-08,In Transit,3.68
ORD-002079,UPS,18.73,2-Day,2026-06-02,2026-06-05,Delivered,13.72
ORD-002080,UPS,23.15,Ground,2026-07-28,2026-08-01,Delivered,5.76
ORD-002081,UPS,15.39,2-Day,2026-06-12,2026-06-15,In Transit,4.54
ORD-002082,UPS,22.53,Ground,2026-04-24,2026-04-27,Delivered,35.47
ORD-002083,USPS,7.36,Ground,2026-03-05,2026-03-11,Delivered,3.87
ORD-002084,USPS,11.16,Ground,2026-04-24,2026-04-30,Delivered,11.79
ORD-002085,FedEx,7.22,Standard,2026-06-25,2026-07-03,Delivered,3.59
ORD-002086,UPS,17.38,Ground,2026-05-16,2026-05-20,Delivered,24.74
ORD-002087,UPS,9.46,Standard,2026-06-12,2026-06-17,In Transit,8.26
ORD-002088,FedEx,16.27,Ground,2026-05-24,2026-05-30,Delivered,22.44
ORD-002089,USPS,15.87,Standard,2026-03-19,2026-03-27,Delivered,16.92
ORD-002090,USPS,25.99,Ground,2026-04-04,2026-04-09,Delivered,42.69
ORD-002091,UPS,9.15,Ground,2026-02-04,2026-02-07,In Transit,2.92
ORD-002092,USPS,12.22,2-Day,2026-06-12,2026-06-14,Delivered,4.97
ORD-002093,FedEx,18.14,Standard,2026-05-14,2026-05-19,Delivered,21.65
ORD-002094,UPS,22.57,2-Day,2026-02-12,2026-02-13,Delivered,14.19
ORD-002096,UPS,10.03,Ground,2026-05-31,2026-06-05,Delivered,9.44
ORD-002097,FedEx,23.65,Ground,2026-04-20,2026-04-26,In Transit,37.81
ORD-002098,FedEx,13.13,Standard,2026-02-03,2026-02-09,Delivered,11.21
ORD-002099,UPS,10.61,Standard,2026-02-21,2026-02-25,In Transit,5.95
ORD-002100,UPS,18.61,Ground,2026-07-15,2026-07-22,Delivered,22.62
ORD-002101,FedEx,13.26,Ground,2026-06-23,2026-06-26,Delivered,11.48
ORD-002102,FedEx,11.33,Ground,2026-06-23,2026-06-30,Delivered,12.14
ORD-002103,UPS,14.09,Ground,2026-03-02,2026-03-09,Delivered,17.89
ORD-002104,USPS,16.57,Standard,2026-05-23,2026-05-29,Delivered,18.37
ORD-002105,UPS,7.86,Standard,2026-06-25,2026-07-01,Delivered,4.91
ORD-002106,USPS,12.08,Standard,2026-02-21,2026-03-01,Delivered,9.03
ORD-002107,FedEx,9.33,Ground,2026-03-05,2026-03-12,Delivered,3.29
ORD-002108,FedEx,19.19,2-Day,2026-02-25,2026-02-28,Delivered,14.34
ORD-002110,UPS,74.58,Standard,2026-05-01,2026-05-05,Delivered,35.07
ORD-002111,FedEx,7.94,Standard,2026-02-09,2026-02-17,Delivered,5.09
ORD-002112,UPS,14.04,2-Day,2026-03-29,2026-03-30,Delivered,2.72
ORD-002113,FedEx,11.0,Standard,2026-04-04,2026-04-08,In Transit,6.77
ORD-002114,USPS,10.0,Standard,2026-05-07,2026-05-15,Delivered,9.37
ORD-002115,USPS,16.62,Standard,2026-05-08,2026-05-12,In Transit,18.48
ORD-002116,FedEx,9.65,Standard,2026-02-27,2026-03-07,Delivered,8.64
ORD-002117,UPS,12.47,Ground,2026-05-03,2026-05-09,In Transit,14.52
ORD-002118,FedEx,9.15,Standard,2026-05-21,2026-05-25,Delivered,7.6
ORD-002119,USPS,10.19,Ground,2026-04-09,2026-04-16,Delivered,9.77
ORD-002120,USPS,8.27,Ground,2026-05-08,2026-05-11,Delivered,5.78
ORD-002121,USPS,7.57,Standard,2026-02-26,2026-03-05,Delivered,4.32
ORD-002122,FedEx,16.83,Ground,2026-04-10,2026-04-15,Delivered,18.92
ORD-002123,FedEx,11.6,Ground,2026-02-17,2026-02-24,Delivered,8.02
ORD-002124,USPS,16.42,Ground,2026-06-25,2026-06-29,Delivered,15.26
ORD-002125,FedEx,10.49,Ground,2026-05-16,2026-05-23,Delivered,5.7
ORD-002126,FedEx,10.9,Ground,2026-02-15,2026-02-20,Delivered,11.26
ORD-002127,UPS,8.39,Ground,2026-05-06,2026-05-10,Delivered,1.33
ORD-002128,USPS,9.58,Ground,2026-05-01,2026-05-04,Delivered,8.5
ORD-002129,FedEx,8.49,Ground,2026-03-31,2026-04-04,Delivered,6.23
ORD-002130,FedEx,17.07,Standard,2026-05-18,2026-05-26,Delivered,24.1
ORD-002131,UPS,9.54,Ground,2026-06-24,2026-06-28,Delivered,3.73
ORD-002132,USPS,10.33,Ground,2026-03-08,2026-03-14,Delivered,10.07
ORD-002133,UPS,12.32,Ground,2026-03-07,2026-03-13,Delivered,14.21
ORD-002134,UPS,18.28,Ground,2026-04-10,2026-04-14,In Transit,21.94
ORD-002135,UPS,15.09,Standard,2026-02-14,2026-02-21,Delivered,19.98
ORD-002136,USPS,10.63,Ground,2026-04-13,2026-04-19,Delivered,10.68
ORD-002137,UPS,11.17,Ground,2026-03-04,2026-03-07,Delivered,11.81
ORD-002138,FedEx,26.44,2-Day,2026-05-19,2026-05-20,Delivered,24.08
ORD-002139,FedEx,32.16,Ground,2026-05-12,2026-05-18,In Transit,10.53
ORD-002140,UPS,18.0,2-Day,2026-05-26,2026-05-29,Delivered,12.73
ORD-002141,USPS,17.31,Ground,2026-06-01,2026-06-07,Delivered,24.6
ORD-002142,USPS,30.03,Ground,2026-02-08,2026-02-12,Delivered,46.42
ORD-002143,USPS,14.23,Ground,2026-03-26,2026-04-01,Delivered,13.51
ORD-002144,UPS,13.26,Ground,2026-03-08,2026-03-12,Delivered,16.17
ORD-002145,FedEx,14.9,Ground,2026-03-11,2026-03-16,Delivered,19.59
ORD-002146,UPS,17.24,Standard,2026-04-23,2026-04-27,Delivered,24.45
ORD-002147,FedEx,18.45,Ground,2026-04-07,2026-04-14,Delivered,22.3
ORD-002148,FedEx,11.18,Ground,2026-03-20,2026-03-24,Delivered,7.14
ORD-002149,USPS,15.73,Ground,2026-06-26,2026-07-03,Delivered,14.15
ORD-002150,UPS,18.5,Ground,2026-05-22,2026-05-27,Delivered,22.4
ORD-002151,UPS,18.86,Ground,2026-06-27,2026-07-03,Delivered,27.83
ORD-002152,FedEx,12.59,Ground,2026-05-01,2026-05-04,Delivered,10.09
ORD-002153,FedEx,14.43,Ground,2026-07-31,2026-08-05,Delivered,13.92
ORD-002154,FedEx,76.86,2-Day,2026-06-20,2026-06-23,Delivered,15.05
ORD-002155,UPS,11.03,Ground,2026-03-31,2026-04-07,Delivered,11.53
ORD-002156,FedEx,12.06,Ground,2026-07-17,2026-07-24,Delivered,13.67
ORD-002157,FedEx,36.4,Ground,2026-04-07,2026-04-14,Delivered,64.37
ORD-002158,FedEx,12.44,Ground,2026-06-22,2026-06-28,Delivered,9.78
ORD-002159,UPS,10.47,Standard,2026-05-21,2026-05-26,Delivered,10.35
ORD-002160,USPS,8.53,Ground,2026-08-02,2026-08-06,Delivered,2.42
ORD-002161,FedEx,6.46,Standard,2026-07-12,2026-07-17,Delivered,2.01
ORD-002162,UPS,23.76,2-Day,2026-03-22,2026-03-23,Delivered,15.79
ORD-002163,UPS,16.28,Ground,2026-03-08,2026-03-13,Delivered,22.46
ORD-002164,FedEx,15.01,Standard,2026-07-29,2026-08-02,In Transit,19.81
ORD-002165,USPS,8.23,Ground,2026-02-11,2026-02-17,Delivered,5.69
ORD-002166,UPS,14.64,Ground,2026-03-14,2026-03-18,Delivered,19.04
ORD-002167,FedEx,19.62,2-Day,2026-07-28,2026-07-29,Delivered,10.23
ORD-002168,FedEx,18.28,2-Day,2026-05-29,2026-06-01,Delivered,8.43
ORD-002169,FedEx,9.38,Ground,2026-07-08,2026-07-14,Delivered,3.39
ORD-002170,FedEx,,2-Day,2026-02-09,2026-02-11,Delivered,6.3
ORD-002171,UPS,15.45,Ground,2026-07-31,2026-08-06,Delivered,16.04
ORD-002172,UPS,12.24,Ground,2026-05-17,2026-05-23,Delivered,14.05
ORD-002173,FedEx,11.56,Ground,2026-04-04,2026-04-11,Delivered,12.63
ORD-002174,USPS,7.75,Standard,2026-06-20,2026-06-26,Delivered,1.15
ORD-002175,FedEx,11.61,Ground,2026-03-22,2026-03-25,In Transit,12.73
ORD-002176,UPS,8.88,Ground,2026-02-27,2026-03-05,Delivered,7.05
ORD-002178,USPS,12.28,Standard,2026-02-09,2026-02-17,In Transit,14.12
ORD-002179,USPS,25.24,Standard,2026-07-15,2026-07-22,Delivered,24.93
ORD-002180,UPS,11.55,Ground,2026-06-21,2026-06-24,Delivered,7.91
ORD-002181,USPS,13.54,Ground,2026-05-04,2026-05-10,In Transit,12.07
ORD-002182,FedEx,25.83,Standard,2026-03-14,2026-03-21,Delivered,37.67
ORD-002183,USPS,14.29,Ground,2026-02-24,2026-02-27,Delivered,13.63
ORD-002184,USPS,10.79,Standard,2026-02-13,2026-02-17,Delivered,11.02
ORD-002185,FedEx,10.52,Ground,2026-05-12,2026-05-17,Delivered,5.77
ORD-002186,USPS,21.84,Ground,2026-06-29,2026-07-04,In Transit,19.4
ORD-002187,FedEx,10.13,Ground,2026-02-15,2026-02-19,In Transit,4.96
ORD-002188,FedEx,31.09,2-Day,2026-07-12,2026-07-14,Delivered,25.64
ORD-002189,UPS,13.94,Ground,2026-05-04,2026-05-11,Delivered,17.58
ORD-002190,FedEx,11.23,Ground,2026-03-21,2026-03-27,In Transit,7.25
ORD-002191,USPS,16.56,2-Day,2026-06-17,2026-06-18,Delivered,5.93
ORD-002192,FedEx,10.66,Standard,2026-07-17,2026-07-23,Delivered,6.06
ORD-002193,FedEx,10.05,2-Day,2026-03-22,2026-03-23,Delivered,2.05
ORD-002194,USPS,16.58,Standard,2026-07-13,2026-07-19,Delivered,15.53
ORD-002195,UPS,6.15,Ground,2026-04-19,2026-04-25,Delivered,1.35
ORD-002197,USPS,10.54,Ground,2026-05-14,2026-05-18,Delivered,10.51
ORD-002198,USPS,10.3,Ground,2026-02-15,2026-02-22,Delivered,10.01
ORD-002199,FedEx,9.69,Standard,2026-03-23,2026-03-29,Delivered,8.73
ORD-002200,UPS,15.17,Ground,2026-04-14,2026-04-18,Delivered,15.45
ORD-002201,FedEx,11.24,Ground,2026-03-31,2026-04-04,Delivered,7.27
ORD-002202,FedEx,11.62,Ground,2026-04-30,2026-05-07,Delivered,12.75
ORD-002203,USPS,27.6,2-Day,2026-04-17,2026-04-20,In Transit,25.64
ORD-002204,USPS,13.53,Ground,2026-05-04,2026-05-07,Delivered,16.73
ORD-002205,FedEx,11.66,Ground,2026-03-13,2026-03-20,Delivered,8.15
ORD-002206,UPS,13.15,Ground,2026-03-08,2026-03-14,Delivered,11.26
ORD-002208,UPS,11.95,Ground,2026-02-22,2026-02-28,Delivered,8.74
ORD-002209,USPS,10.26,Ground,2026-05-12,2026-05-17,In Transit,9.91
ORD-002210,UPS,14.0,Ground,2026-02-07,2026-02-13,In Transit,13.03
ORD-002211,FedEx,14.42,2-Day,2026-05-20,2026-05-23,Delivered,3.24
ORD-002212,FedEx,6.72,Ground,2026-06-05,2026-06-08,Delivered,2.54
ORD-002213,UPS,10.32,Ground,2026-05-19,2026-05-23,Delivered,5.36
ORD-002214,UPS,13.16,Ground,2026-02-17,2026-02-24,In Transit,15.96
ORD-002215,UPS,16.14,Ground,2026-03-02,2026-03-08,Delivered,17.47
ORD-002216,UPS,14.74,Ground,2026-05-20,2026-05-26,Delivered,19.25
ORD-002217,FedEx,8.16,Standard,2026-04-07,2026-04-15,Delivered,5.54
ORD-002218,FedEx,11.27,Ground,2026-04-18,2026-04-23,Delivered,12.02
ORD-002219,UPS,11.76,Ground,2026-05-01,2026-05-08,Delivered,8.35
ORD-002220,UPS,10.41,Ground,2026-03-01,2026-03-04,In Transit,10.22
ORD-002221,UPS,9.45,Standard,2026-02-19,2026-02-23,Delivered,8.23
ORD-002222,UPS,14.26,Ground,2026-02-09,2026-02-16,Delivered,13.56
ORD-002223,FedEx,10.9,Standard,2026-03-30,2026-04-05,Delivered,6.56
ORD-002224,UPS,19.18,Ground,2026-03-02,2026-03-09,Delivered,23.81
ORD-002226,FedEx,26.34,2-Day,2026-06-17,2026-06-20,Delivered,23.95
ORD-002227,FedEx,15.25,Ground,2026-06-20,2026-06-25,Delivered,15.62
ORD-002228,FedEx,24.91,2-Day,2026-07-23,2026-07-25,Delivered,22.02
ORD-002229,USPS,8.96,Standard,2026-07-03,2026-07-10,Delivered,3.12
ORD-002230,UPS,17.37,Standard,2026-04-11,2026-04-18,Delivered,24.72
ORD-002231,FedEx,12.51,Ground,2026-07-14,2026-07-17,In Transit,14.61
ORD-002232,USPS,11.27,Ground,2026-07-05,2026-07-09,Delivered,6.88
ORD-002233,USPS,10.79,Ground,2026-03-14,2026-03-19,Delivered,6.33
ORD-002234,FedEx,22.27,Standard,2026-03-02,2026-03-09,Delivered,30.24
ORD-002235,UPS,14.84,Ground,2026-03-20,2026-03-24,In Transit,19.45
ORD-002236,UPS,12.56,Ground,2026-05-26,2026-06-01,Delivered,10.02
ORD-002238,FedEx,6.98,Standard,2026-03-19,2026-03-24,Delivered,3.08
ORD-002239,USPS,22.73,Ground,2026-07-23,2026-07-26,Delivered,25.54
ORD-002241,UPS,9.84,Ground,2026-07-24,2026-07-29,Delivered,4.35
ORD-002242,FedEx,9.56,Ground,2026-03-14,2026-03-21,Delivered,8.46
ORD-002243,FedEx,10.3,Standard,2026-06-23,2026-06-28,Delivered,10.0
ORD-002244,UPS,8.5,Ground,2026-06-05,2026-06-10,In Transit,6.25
ORD-002245,FedEx,15.72,2-Day,2026-04-24,2026-04-26,Delivered,9.67
ORD-002246,USPS,21.52,2-Day,2026-06-21,2026-06-23,Delivered,11.14
ORD-002247,UPS,10.07,Ground,2026-02-10,2026-02-15,Delivered,9.52
ORD-002248,UPS,12.23,Ground,2026-07-07,2026-07-12,Delivered,14.03
ORD-002249,UPS,22.61,Ground,2026-06-11,2026-06-18,Delivered,30.96
ORD-002250,FedEx,9.3,Ground,2026-02-09,2026-02-12,Delivered,3.23
ORD-002251,FedEx,13.77,Standard,2026-07-10,2026-07-15,Delivered,12.54
ORD-002252,UPS,9.86,Ground,2026-03-26,2026-04-01,Delivered,4.4
ORD-002253,USPS,11.72,Ground,2026-07-15,2026-07-19,Delivered,2.93
ORD-002254,FedEx,27.58,2-Day,2026-05-30,2026-06-01,Delivered,20.93
ORD-002255,FedEx,11.89,Standard,2026-02-07,2026-02-11,In Transit,13.31
ORD-002256,FedEx,6.82,Standard,2026-02-15,2026-02-21,Delivered,2.75
ORD-002258,UPS,15.72,2-Day,2026-03-10,2026-03-13,Delivered,9.67
ORD-002259,FedEx,8.08,Ground,2026-03-01,2026-03-05,Delivered,5.37
ORD-002260,FedEx,10.26,Ground,2026-07-25,2026-07-29,Delivered,9.92
ORD-002261,FedEx,16.34,Ground,2026-06-13,2026-06-20,Delivered,17.89
ORD-002262,FedEx,13.51,Ground,2026-03-23,2026-03-28,Delivered,16.69
ORD-002263,UPS,11.72,Ground,2026-03-19,2026-03-22,Delivered,8.28
ORD-002264,UPS,28.07,2-Day,2026-03-01,2026-03-02,Delivered,21.58
ORD-002265,USPS,20.69,Standard,2026-05-17,2026-05-24,Delivered,26.95
ORD-002266,UPS,14.18,Ground,2026-03-17,2026-03-22,In Transit,18.09
ORD-002267,UPS,8.97,Standard,2026-07-04,2026-07-12,Delivered,7.23
ORD-002268,UPS,16.09,2-Day,2026-06-28,2026-06-29,Delivered,10.17
ORD-002269,UPS,20.06,Standard,2026-05-25,2026-05-30,In Transit,30.34
ORD-002270,USPS,19.25,2-Day,2026-06-21,2026-06-22,Delivered,8.76
ORD-002271,USPS,13.53,Ground,2026-02-08,2026-02-15,Delivered,16.72
ORD-002272,USPS,16.61,2-Day,2026-03-06,2026-03-09,Delivered,6.18
ORD-002273,USPS,18.16,Ground,2026-03-14,2026-03-19,Delivered,21.68
ORD-002274,FedEx,12.69,2-Day,2026-03-18,2026-03-19,Delivered,5.6
ORD-002275,UPS,12.79,Ground,2026-07-22,2026-07-25,Delivered,10.5
ORD-002276,USPS,19.95,Ground,2026-06-28,2026-07-05,Delivered,16.32
ORD-002277,UPS,24.23,Standard,2026-04-27,2026-05-05,Delivered,34.34
ORD-002278,FedEx,11.81,Ground,2026-07-29,2026-08-03,Delivered,13.14
ORD-002279,FedEx,9.91,Ground,2026-03-14,2026-03-20,In Transit,9.18
ORD-002281,UPS,9.66,Ground,2026-04-20,2026-04-26,Delivered,8.66
ORD-002282,FedEx,17.86,Standard,2026-02-21,2026-02-28,Delivered,21.06
ORD-002283,UPS,12.91,Ground,2026-02-11,2026-02-15,Delivered,15.44
ORD-002285,USPS,16.23,Standard,2026-05-10,2026-05-18,Delivered,17.66
ORD-002286,USPS,27.73,Standard,2026-06-19,2026-06-26,In Transit,28.98
ORD-002287,USPS,11.12,Ground,2026-03-16,2026-03-20,Delivered,11.7
ORD-002288,UPS,12.55,Standard,2026-07-18,2026-07-25,Delivered,14.69
ORD-002289,UPS,9.61,Ground,2026-05-07,2026-05-10,Delivered,8.57
ORD-002290,UPS,8.38,Ground,2026-05-11,2026-05-18,Delivered,5.99
ORD-002291,FedEx,13.72,2-Day,2026-06-21,2026-06-22,In Transit,6.98
ORD-002292,FedEx,5.89,Ground,2026-05-30,2026-06-05,Delivered,0.81
ORD-002293,UPS,13.28,Ground,2026-07-16,2026-07-20,Delivered,16.21
ORD-002295,UPS,19.75,2-Day,2026-03-17,2026-03-20,Delivered,15.09
ORD-002296,FedEx,23.9,2-Day,2026-06-06,2026-06-07,Delivered,15.98
ORD-002297,FedEx,8.22,Ground,2026-04-02,2026-04-07,Delivered,5.66
ORD-002298,FedEx,8.9,Ground,2026-06-11,2026-06-18,Delivered,7.08
ORD-002299,UPS,8.81,Standard,2026-05-12,2026-05-19,Delivered,6.9
ORD-002300,UPS,16.58,Standard,2026-04-12,2026-04-19,Delivered,23.08
ORD-002301,FedEx,13.89,Standard,2026-06-29,2026-07-04,Delivered,12.8
ORD-002302,FedEx,11.07,Ground,2026-08-02,2026-08-05,In Transit,11.61
ORD-002303,UPS,14.5,Ground,2026-02-24,2026-03-03,Delivered,18.76
ORD-002304,USPS,8.82,Standard,2026-05-06,2026-05-10,Delivered,6.92
ORD-002305,USPS,14.69,Standard,2026-05-24,2026-05-31,Delivered,14.45
ORD-002306,FedEx,23.34,Ground,2026-07-18,2026-07-24,Delivered,37.17
ORD-002307,USPS,19.97,Ground,2026-05-14,2026-05-19,Delivered,25.46
ORD-002308,USPS,12.36,Standard,2026-03-07,2026-03-15,Delivered,14.3
ORD-002309,FedEx,20.89,2-Day,2026-05-05,2026-05-07,Delivered,11.93
ORD-002310,FedEx,15.37,Ground,2026-05-19,2026-05-26,Delivered,15.88
ORD-002311,UPS,18.82,Ground,2026-05-27,2026-05-30,Delivered,27.75
ORD-002312,UPS,20.47,Standard,2026-07-23,2026-07-28,Delivered,26.49
ORD-002314,USPS,25.93,Ground,2026-07-31,2026-08-06,Delivered,30.75
ORD-002315,USPS,11.89,Ground,2026-04-23,2026-04-26,Delivered,13.31
ORD-002316,UPS,6.14,Ground,2026-03-04,2026-03-08,Delivered,1.33
ORD-002317,UPS,22.55,Ground,2026-03-29,2026-04-02,Delivered,35.52
ORD-002318,USPS,10.62,Ground,2026-06-15,2026-06-20,Delivered,5.97
ORD-002319,FedEx,22.33,2-Day,2026-07-28,2026-07-29,Delivered,18.55
ORD-002320,UPS,9.54,2-Day,2026-07-17,2026-07-19,Delivered,1.37
ORD-002321,USPS,10.99,Standard,2026-05-08,2026-05-13,Delivered,11.43
ORD-002322,FedEx,9.71,Ground,2026-03-01,2026-03-08,Delivered,8.77
ORD-002323,USPS,20.28,Standard,2026-02-06,2026-02-12,Delivered,30.79
ORD-002324,UPS,14.67,Standard,2026-05-22,2026-05-29,Delivered,14.42
ORD-002325,UPS,10.95,Standard,2026-06-05,2026-06-13,Delivered,11.35
ORD-002326,UPS,15.21,Standard,2026-06-02,2026-06-09,Delivered,15.54
ORD-002327,UPS,,2-Day,2026-06-30,2026-07-03,Delivered,0.5
ORD-002328,FedEx,8.76,Ground,2026-05-30,2026-06-04,Delivered,6.79
ORD-002329,USPS,11.43,Ground,2026-05-28,2026-06-03,Delivered,7.66
ORD-002331,FedEx,13.78,Standard,2026-03-18,2026-03-23,Delivered,17.24
ORD-002332,FedEx,15.67,2-Day,2026-02-27,2026-03-01,Delivered,4.91
ORD-002333,UPS,18.13,2-Day,2026-06-22,2026-06-25,Delivered,12.91
ORD-002334,USPS,16.41,Ground,2026-06-23,2026-06-27,Delivered,10.56
ORD-002335,UPS,11.15,Standard,2026-06-09,2026-06-17,Delivered,7.09
ORD-002336,FedEx,9.09,Ground,2026-04-09,2026-04-13,Delivered,7.47
